distancia_atual;distancia_anterior;temperatura;umidade;vento;insolacao;evaporacao;chuva;datahora
143.00;147.00;27.80;41.50;16.40;0.70;0.20;54.80;23/07/2024 01:31
175.00;143.00;16.40;62.30;15.90;0.60;0.40;75.20;26/01/2021 16:56
205.00;175.00;29.70;46.50;2.90;5.70;1.70;3.00;04/03/2021 08:03
239.00;205.00;23.60;42.10;16.60;0.50;0.40;106.10;11/05/2023 05:19
204.00;239.00;20.60;53.50;1.60;8.50;5.20;0.00;26/03/2023 04:24
76.00;204.00;32.10;94.40;8.00;0.40;0.10;94.20;17/06/2023 01:15
143.00;76.00;26.80;44.30;8.20;0.70;0.80;145.90;18/11/2020 21:49
196.00;143.00;22.60;88.50;5.90;0.10;1.70;11.70;23/12/2024 08:05
186.00;196.00;28.00;47.50;13.00;0.40;0.00;53.40;17/09/2022 06:56
254.00;186.00;31.00;79.60;15.50;0.40;0.00;139.50;14/10/2021 15:45
275.00;254.00;17.90;38.60;2.70;9.30;4.80;0.70;06/02/2023 23:09
228.00;275.00;21.90;80.90;2.80;5.00;1.80;2.90;29/05/2024 08:22
70.00;228.00;32.60;52.10;13.60;0.50;0.70;146.80;03/04/2022 08:36
65.00;70.00;24.30;47.80;7.80;2.80;0.40;32.20;25/12/2021 06:49
51.00;65.00;20.90;72.50;6.40;0.20;1.50;43.30;07/06/2021 18:35
176.00;51.00;28.40;79.60;3.80;4.20;2.00;9.50;21/06/2023 14:32
293.00;176.00;22.80;36.70;2.70;3.90;2.30;9.40;25/01/2021 21:43
116.00;293.00;30.00;74.00;9.60;1.00;1.10;31.40;15/11/2023 22:18
52.00;116.00;24.20;89.60;16.00;0.40;0.30;103.80;15/02/2022 14:14
142.00;52.00;22.70;56.20;12.00;0.60;0.40;55.20;02/05/2024 21:53
265.00;142.00;20.00;73.20;1.90;8.70;6.30;0.00;13/12/2020 13:31
221.00;265.00;32.20;48.30;1.90;11.90;4.70;0.00;08/12/2021 11:35
274.00;221.00;16.80;62.20;1.90;11.70;5.30;0.00;07/07/2024 11:58
183.00;274.00;28.90;91.20;7.30;0.90;1.60;29.80;11/07/2022 04:10
93.00;183.00;24.90;56.50;13.90;0.80;0.10;62.00;04/01/2024 08:21
196.00;93.00;34.90;67.30;8.30;1.90;1.60;43.40;31/10/2021 14:58
123.00;196.00;28.10;85.20;18.00;0.60;0.10;107.60;14/09/2020 20:11
203.00;123.00;15.20;74.60;6.10;0.90;0.40;32.30;07/12/2020 17:27
136.00;203.00;29.00;42.20;2.90;4.20;1.20;6.20;31/01/2025 16:20
268.00;136.00;28.50;61.60;9.50;0.10;1.80;10.40;10/07/2024 08:56
145.00;268.00;28.90;67.70;15.70;0.90;0.40;102.90;02/09/2023 23:24
171.00;145.00;21.30;77.60;0.50;8.90;6.90;0.00;03/12/2022 16:56
53.00;171.00;23.60;65.30;6.10;0.30;0.00;24.30;22/07/2024 23:48
183.00;53.00;31.70;51.40;0.50;9.00;6.80;0.00;11/11/2020 07:31
227.00;183.00;34.20;65.80;7.60;1.60;0.80;30.80;12/10/2023 21:50
190.00;227.00;25.90;88.30;2.60;8.90;3.50;0.40;10/09/2022 10:21
149.00;190.00;32.50;81.80;0.80;9.80;6.10;0.00;13/09/2024 05:30
67.00;149.00;20.20;46.20;4.40;1.60;0.20;45.90;28/03/2020 04:25
106.00;67.00;27.40;59.60;2.40;4.30;2.90;9.80;28/08/2020 09:04
296.00;106.00;29.70;88.40;6.80;0.80;1.50;23.40;27/02/2021 13:12
103.00;296.00;30.80;73.90;5.90;1.00;1.80;28.50;27/10/2024 13:01
292.00;103.00;20.70;33.00;5.70;0.60;0.70;11.80;13/09/2024 02:43
198.00;292.00;16.90;86.60;16.90;0.30;0.20;105.00;01/03/2022 17:59
102.00;198.00;16.20;52.30;7.70;0.20;0.40;37.80;11/05/2021 06:49
154.00;102.00;18.90;39.90;2.10;3.90;2.20;4.20;22/06/2021 03:31
75.00;154.00;18.50;91.10;13.00;0.50;0.80;94.40;11/05/2022 03:55
274.00;75.00;27.90;45.70;4.40;1.70;1.30;34.30;24/07/2023 21:19
299.00;274.00;33.70;86.80;6.10;2.90;1.10;42.80;27/06/2022 17:25
287.00;299.00;25.10;57.60;1.00;6.60;4.30;0.90;19/04/2024 14:21
252.00;287.00;24.50;50.50;1.70;6.30;2.30;0.10;28/08/2020 07:25
82.00;252.00;34.60;35.20;2.50;8.70;3.80;0.40;11/05/2024 01:27
71.00;82.00;29.10;88.10;9.40;0.10;1.20;24.30;19/02/2024 14:04
242.00;71.00;25.90;63.70;1.70;8.20;6.60;0.00;07/03/2023 10:04
124.00;242.00;30.50;72.70;4.50;0.70;0.40;12.20;03/05/2020 12:05
297.00;124.00;18.20;42.70;19.00;0.80;0.30;77.00;26/11/2023 22:09
220.00;297.00;19.90;85.50;1.40;6.80;3.70;1.20;04/03/2023 10:18
277.00;220.00;16.50;33.90;1.80;9.10;2.10;0.70;02/01/2023 17:12
259.00;277.00;15.90;65.40;9.80;1.70;1.20;29.20;07/02/2024 00:34
75.00;259.00;16.70;84.70;1.40;8.70;4.40;1.00;04/12/2020 11:18
228.00;75.00;18.00;48.90;8.60;0.90;0.20;20.40;29/11/2024 19:37
60.00;228.00;15.80;57.10;14.50;0.50;0.00;94.10;14/12/2020 12:03
268.00;60.00;25.50;51.20;6.90;1.40;1.20;18.90;24/03/2021 12:41
131.00;268.00;29.70;47.50;1.80;8.40;5.10;0.00;22/04/2021 02:22
250.00;131.00;24.90;57.30;2.40;6.80;3.90;1.30;18/12/2021 12:34
87.00;250.00;16.60;87.20;10.90;0.50;0.40;103.50;03/02/2020 17:22
297.00;87.00;23.30;59.90;1.60;6.00;3.00;0.80;05/04/2022 20:10
251.00;297.00;19.10;39.80;1.30;7.40;3.00;0.10;09/05/2021 09:06
59.00;251.00;28.70;62.00;3.80;4.80;2.30;5.40;30/04/2020 16:44
82.00;59.00;33.30;38.30;4.80;1.90;1.70;41.40;13/10/2022 10:58
86.00;82.00;27.10;38.20;1.80;6.20;3.50;0.30;06/06/2022 18:14
177.00;86.00;34.40;84.50;17.50;0.60;0.00;146.40;24/02/2025 11:20
126.00;177.00;23.10;94.40;6.10;2.10;0.50;10.80;04/12/2021 01:10
50.00;126.00;34.30;31.80;1.80;11.60;4.10;0.00;08/10/2023 21:49
179.00;50.00;26.40;57.90;1.10;7.50;3.10;1.80;01/10/2020 14:57
198.00;179.00;19.80;75.90;3.50;5.60;1.90;2.40;04/02/2024 16:30
294.00;198.00;31.10;39.30;0.90;8.00;5.80;0.00;31/12/2021 02:54
145.00;294.00;25.40;44.80;14.50;0.20;0.70;110.40;24/06/2022 23:52
249.00;145.00;33.30;63.30;2.60;2.00;1.20;4.40;25/10/2023 05:21
190.00;249.00;25.20;87.30;2.50;3.40;1.50;2.40;07/02/2020 06:49
116.00;190.00;22.60;74.80;18.40;0.50;0.70;111.80;18/11/2022 11:01
192.00;116.00;24.00;73.40;12.70;0.40;0.50;135.80;02/03/2023 15:17
187.00;192.00;34.10;93.30;8.40;2.20;0.10;13.80;15/09/2024 07:28
118.00;187.00;31.40;44.80;18.20;0.90;0.40;85.00;25/05/2021 05:29
88.00;118.00;16.50;64.70;11.80;0.60;0.80;83.50;10/07/2024 20:48
271.00;88.00;24.90;43.00;3.80;5.80;1.30;5.30;30/05/2024 14:47
128.00;271.00;22.90;72.70;2.10;5.90;2.50;9.40;16/03/2022 10:20
229.00;128.00;17.60;48.60;1.90;8.90;3.80;1.90;26/01/2022 16:36
73.00;229.00;19.50;88.10;9.40;0.10;0.00;144.30;15/09/2021 05:36
57.00;73.00;25.60;78.10;5.90;2.40;1.60;16.00;10/12/2023 22:05
65.00;57.00;25.10;90.60;1.30;11.30;5.60;0.00;02/10/2024 12:08
144.00;65.00;23.50;78.60;5.70;1.30;1.30;46.40;24/09/2022 11:10
177.00;144.00;30.20;86.00;1.20;11.90;5.10;0.00;08/12/2021 18:40
243.00;177.00;19.90;32.60;2.60;9.30;4.70;1.20;03/11/2021 17:32
93.00;243.00;32.50;34.80;1.70;9.10;5.30;0.00;11/05/2020 21:49
249.00;93.00;19.70;34.30;2.80;4.20;2.10;8.60;22/02/2024 20:00
250.00;249.00;17.60;59.20;0.70;10.20;5.60;0.00;14/05/2023 13:18
287.00;250.00;15.30;62.10;1.90;8.80;5.90;0.00;27/04/2020 02:53
210.00;287.00;28.40;54.60;1.20;8.40;3.60;0.80;02/08/2020 18:34
230.00;210.00;16.80;90.50;0.80;8.70;5.60;0.00;25/12/2022 06:15
238.00;230.00;17.70;48.00;3.20;2.90;2.60;6.50;21/06/2024 13:57
79.00;238.00;16.30;49.90;2.60;3.50;2.30;5.10;08/01/2021 15:42
253.00;79.00;19.50;80.90;0.90;8.70;4.50;0.00;27/05/2021 09:28
131.00;253.00;28.00;58.00;2.30;9.70;4.30;0.20;14/12/2024 19:16
164.00;131.00;27.60;94.60;15.10;0.60;0.00;144.20;11/03/2024 14:02
162.00;164.00;26.80;86.30;1.80;8.10;4.20;1.00;18/06/2022 00:39
198.00;162.00;18.00;54.10;8.10;1.30;1.80;32.80;22/01/2022 11:34
170.00;198.00;17.30;79.90;13.40;0.60;0.90;65.30;23/06/2024 10:22
210.00;170.00;28.60;62.60;2.50;3.30;1.40;8.20;28/01/2021 19:37
217.00;210.00;22.80;59.40;2.00;6.30;2.00;1.40;26/02/2023 07:39
298.00;217.00;25.90;83.10;12.10;0.00;0.70;66.40;16/01/2024 11:14
186.00;298.00;25.00;45.10;2.20;8.80;4.90;1.40;16/06/2021 17:11
199.00;186.00;23.20;66.00;2.70;9.60;2.80;1.60;15/05/2023 22:14
56.00;199.00;19.40;40.30;1.70;8.90;4.80;0.50;28/09/2022 16:19
144.00;56.00;24.60;66.20;5.20;2.20;1.60;47.70;10/09/2023 01:04
278.00;144.00;33.20;38.60;8.40;1.90;0.60;22.00;14/01/2020 18:47
129.00;278.00;27.30;69.80;1.10;9.80;6.10;0.00;17/05/2023 09:22
101.00;129.00;21.20;44.20;3.60;2.00;1.70;4.70;21/06/2021 08:23
162.00;101.00;29.00;72.20;2.40;5.30;1.00;8.30;27/07/2020 12:40
100.00;162.00;30.50;62.70;4.90;1.60;1.80;32.90;31/12/2022 23:52
297.00;100.00;21.20;53.40;2.20;5.00;2.80;8.80;25/09/2020 02:55
216.00;297.00;26.50;31.40;1.10;9.80;2.70;1.70;08/02/2022 20:17
150.00;216.00;34.90;93.50;14.10;0.80;0.00;67.30;11/07/2023 11:14
61.00;150.00;31.90;35.90;7.20;0.70;1.40;44.80;25/02/2021 02:40
292.00;61.00;25.90;50.50;3.10;2.60;1.70;8.50;04/04/2025 19:39
170.00;292.00;15.10;88.80;1.70;8.20;5.70;0.00;29/04/2022 09:33
109.00;170.00;16.00;93.70;0.90;10.00;6.30;0.00;02/01/2024 18:49
159.00;109.00;15.10;82.80;1.60;7.10;4.70;1.70;27/10/2021 18:14
114.00;159.00;16.30;57.10;1.00;6.00;2.90;1.90;23/03/2020 08:21
203.00;114.00;34.70;42.70;18.10;0.00;0.40;53.20;28/09/2022 10:42
180.00;203.00;31.10;80.30;2.50;2.70;1.80;5.30;18/04/2024 09:14
267.00;180.00;17.30;64.10;16.90;0.60;0.20;72.50;02/04/2023 22:59
256.00;267.00;16.80;91.40;6.10;2.70;0.40;37.40;08/07/2020 08:34
274.00;256.00;26.80;94.60;8.20;0.80;0.60;119.90;03/05/2022 14:09
223.00;274.00;22.10;81.40;2.60;3.20;2.20;8.90;12/07/2022 12:00
141.00;223.00;29.40;81.50;16.60;0.30;0.10;88.90;27/02/2020 14:25
65.00;141.00;20.30;61.10;4.50;0.20;1.00;40.40;17/11/2021 19:20
189.00;65.00;15.90;75.20;4.50;2.40;1.50;31.30;28/09/2021 05:00
179.00;189.00;16.30;86.80;0.70;10.50;6.50;0.00;24/04/2021 04:44
182.00;179.00;18.60;57.20;1.60;8.40;6.00;0.00;08/10/2020 18:25
208.00;182.00;18.40;49.90;3.00;5.50;1.50;9.10;27/05/2022 03:14
192.00;208.00;25.00;43.10;8.90;0.10;0.30;91.40;08/06/2021 22:37
287.00;192.00;23.00;68.00;2.20;4.40;2.20;9.30;20/11/2021 06:46
106.00;287.00;31.20;57.20;2.60;3.00;1.40;6.40;11/06/2021 12:18
60.00;106.00;21.10;89.90;12.50;0.80;0.30;57.90;05/05/2021 11:17
67.00;60.00;23.70;64.40;2.90;8.70;4.10;0.20;18/09/2022 05:31
132.00;67.00;28.20;86.40;19.10;0.00;0.50;110.40;29/04/2023 15:50
217.00;132.00;23.40;54.90;3.90;2.10;1.10;2.10;12/08/2023 05:28
286.00;217.00;23.20;80.70;6.00;0.70;0.70;10.90;08/04/2022 05:44
247.00;286.00;30.40;59.00;18.50;0.40;0.70;133.10;15/12/2021 02:29
115.00;247.00;15.30;54.20;2.40;9.00;4.00;1.60;20/02/2023 10:08
136.00;115.00;16.00;69.10;12.80;0.40;0.70;102.90;06/06/2021 08:56
110.00;136.00;28.30;59.20;8.90;0.00;0.80;68.90;08/10/2024 12:13
264.00;110.00;24.70;89.50;2.50;6.70;2.80;0.10;09/12/2021 05:39
276.00;264.00;16.90;87.90;9.00;0.00;0.00;58.80;26/03/2021 08:24
163.00;276.00;29.80;67.50;1.30;7.50;2.40;0.30;09/08/2021 14:08
190.00;163.00;22.10;71.50;1.80;7.80;3.80;0.30;25/01/2025 21:03
209.00;190.00;29.70;92.50;12.50;0.30;0.30;92.30;06/12/2020 23:18
97.00;209.00;31.10;39.30;0.50;8.20;4.10;0.00;20/01/2021 07:09
245.00;97.00;29.60;57.00;1.10;11.30;4.80;0.00;02/05/2020 10:25
128.00;245.00;31.80;85.40;0.70;11.70;5.40;0.00;12/07/2024 11:08
181.00;128.00;18.60;34.40;11.10;0.50;0.20;113.60;29/12/2020 03:09
279.00;181.00;28.50;81.90;3.40;2.60;2.70;3.40;10/01/2024 15:39
115.00;279.00;16.70;40.20;0.70;8.50;5.30;0.00;29/05/2023 11:50
129.00;115.00;25.70;75.30;16.90;0.60;0.60;99.90;06/05/2021 16:13
214.00;129.00;22.80;85.40;2.60;3.20;1.90;4.50;18/01/2022 11:31
221.00;214.00;30.60;35.90;1.90;11.60;4.90;0.00;20/01/2024 20:01
147.00;221.00;17.60;38.90;3.90;5.50;1.10;9.10;01/09/2024 12:16
200.00;147.00;21.70;47.70;9.60;0.30;0.90;61.60;01/07/2024 08:23
205.00;200.00;23.40;46.60;2.60;7.40;2.10;1.10;08/01/2023 00:22
183.00;205.00;18.10;88.30;1.00;8.50;5.60;0.00;14/08/2022 04:13
64.00;183.00;22.60;74.20;2.10;8.10;3.40;0.40;21/08/2024 21:22
164.00;64.00;29.90;82.50;2.40;7.80;2.10;1.90;12/05/2022 17:08
185.00;164.00;34.80;60.00;3.50;4.90;1.60;7.50;01/05/2021 12:35
132.00;185.00;18.10;48.70;1.40;6.80;2.70;1.80;13/11/2021 09:52
50.00;132.00;15.90;40.20;2.40;8.00;4.80;0.30;06/06/2024 16:23
123.00;50.00;18.70;52.40;1.70;10.20;4.90;0.00;25/06/2024 09:05
156.00;123.00;15.70;48.90;1.80;10.60;4.50;0.00;04/01/2023 09:57
82.00;156.00;22.80;63.60;3.90;3.60;2.90;5.80;12/04/2022 02:32
112.00;82.00;27.20;42.10;6.60;1.00;1.60;20.80;10/06/2021 13:31
139.00;112.00;23.40;36.00;16.30;0.40;0.70;69.50;19/07/2024 14:56
71.00;139.00;21.00;51.10;2.30;4.50;1.80;7.10;16/05/2022 09:15
78.00;71.00;28.70;75.00;4.30;0.70;0.60;33.90;26/11/2021 17:24
115.00;78.00;34.90;89.20;8.50;0.80;0.40;70.40;29/11/2021 19:52
288.00;115.00;16.90;35.20;10.50;0.00;0.80;105.50;30/09/2021 05:42
98.00;288.00;15.00;90.20;2.30;5.20;1.10;5.20;01/01/2024 17:35
102.00;98.00;31.10;51.20;1.10;8.30;2.60;1.20;14/05/2020 16:50
74.00;102.00;21.60;91.10;1.00;10.90;4.80;0.00;30/03/2024 11:48
229.00;74.00;31.70;47.30;4.80;1.40;0.90;17.00;11/12/2021 05:03
137.00;229.00;20.40;87.10;11.50;0.10;0.90;59.40;05/11/2024 00:38
95.00;137.00;16.00;84.70;2.50;4.80;1.10;3.10;23/05/2020 22:59
251.00;95.00;30.80;39.10;2.60;3.90;2.70;7.20;21/07/2022 22:48
126.00;251.00;33.40;91.30;1.30;8.80;5.10;0.00;12/10/2020 08:48
199.00;126.00;20.40;86.10;7.00;1.20;0.20;43.00;29/07/2020 09:38
281.00;199.00;23.60;85.10;12.80;0.10;0.40;104.80;25/11/2022 11:37
146.00;281.00;22.60;80.50;3.00;3.80;2.70;9.80;10/10/2024 13:13
237.00;146.00;29.50;36.70;9.20;1.60;0.00;15.10;10/08/2022 18:56
197.00;237.00;31.70;81.00;5.70;1.40;1.50;37.60;31/05/2023 04:56
210.00;197.00;19.10;46.00;4.20;2.80;1.70;43.20;15/01/2021 06:03
62.00;210.00;25.60;86.90;0.60;10.30;6.60;0.00;01/05/2022 10:02
265.00;62.00;28.50;62.40;2.90;5.50;1.10;3.30;22/12/2021 20:15
120.00;265.00;19.90;67.80;1.00;11.10;4.60;0.00;02/11/2021 18:51
160.00;120.00;16.70;80.00;1.80;8.90;4.60;0.00;02/01/2025 02:47
183.00;160.00;30.00;78.50;9.50;0.90;1.40;19.60;14/09/2024 09:53
253.00;183.00;20.70;37.20;1.30;9.10;2.90;1.20;13/03/2025 18:43
186.00;253.00;31.50;35.10;7.40;0.40;1.60;14.20;28/01/2023 02:18
215.00;186.00;26.20;37.30;2.10;6.00;4.80;1.30;15/04/2020 22:44
198.00;215.00;25.30;94.80;6.70;2.10;1.30;37.70;24/12/2023 20:10
223.00;198.00;19.70;86.80;1.10;8.00;4.20;1.00;14/01/2022 14:35
178.00;223.00;21.30;34.70;9.20;0.00;0.50;125.70;05/03/2021 12:16
135.00;178.00;16.40;46.40;18.60;0.70;0.80;101.40;25/11/2020 12:45
245.00;135.00;23.20;70.50;15.50;0.20;0.20;53.70;17/03/2023 04:53
64.00;245.00;26.70;36.90;16.60;0.50;0.80;107.80;17/09/2020 15:33
190.00;64.00;30.90;37.10;2.70;5.10;1.80;4.70;10/08/2023 09:42
221.00;190.00;32.40;85.70;2.00;2.90;2.50;3.80;13/03/2025 13:23
59.00;221.00;26.60;90.20;3.10;5.60;1.60;7.40;06/06/2022 19:51
177.00;59.00;30.50;38.00;0.80;11.50;4.00;0.00;23/12/2021 07:35
75.00;177.00;19.30;81.40;2.20;9.30;3.80;0.90;14/04/2021 11:41
186.00;75.00;21.80;64.30;6.30;0.80;1.90;17.20;28/05/2021 15:54
84.00;186.00;28.40;83.90;1.60;9.20;2.00;0.40;09/03/2024 18:17
107.00;84.00;18.90;70.60;1.70;8.20;2.90;1.60;05/11/2021 16:51
298.00;107.00;16.50;32.40;9.40;0.80;0.00;110.80;27/08/2024 02:14
248.00;298.00;16.60;86.10;2.90;4.60;2.30;8.30;28/01/2024 09:09
79.00;248.00;19.60;66.50;3.20;3.20;1.10;9.10;19/01/2020 04:40
117.00;79.00;18.30;61.50;3.30;3.50;1.50;7.00;11/04/2022 08:45
50.00;117.00;26.30;35.40;16.50;0.40;0.50;76.40;12/11/2020 09:35
212.00;50.00;16.00;90.70;1.90;8.50;3.80;1.00;08/06/2023 13:42
171.00;212.00;22.10;94.60;19.50;0.10;0.30;94.90;20/02/2025 03:13
175.00;171.00;20.10;64.40;3.40;3.70;2.40;4.90;26/04/2023 00:25
193.00;175.00;34.90;33.50;16.00;0.60;0.90;139.90;20/10/2021 21:59
230.00;193.00;22.30;76.90;2.00;8.50;3.90;1.50;11/10/2020 00:16
198.00;230.00;26.10;39.00;1.90;9.40;6.40;0.00;04/06/2021 18:44
121.00;198.00;33.90;90.00;3.10;2.00;1.20;9.00;17/08/2023 14:21
193.00;121.00;32.00;65.60;1.20;9.70;5.70;0.00;15/12/2024 16:39
210.00;193.00;31.40;72.80;7.80;1.70;1.50;42.90;25/03/2025 17:44
53.00;210.00;26.00;90.40;2.40;2.50;2.50;8.00;17/01/2022 21:10
80.00;53.00;29.90;54.20;1.20;9.20;5.70;0.00;05/02/2021 20:47
221.00;80.00;16.60;83.30;18.20;0.90;0.00;111.40;03/11/2020 12:02
262.00;221.00;28.60;60.50;2.00;8.60;3.60;0.50;18/06/2024 01:32
67.00;262.00;23.50;84.30;1.40;8.70;6.80;0.00;25/10/2023 19:00
77.00;67.00;33.80;30.40;12.90;0.00;0.20;131.50;28/10/2024 21:53
275.00;77.00;32.70;32.20;1.00;11.60;6.70;0.00;28/06/2023 01:37
199.00;275.00;24.40;55.90;8.90;0.90;0.80;95.20;09/06/2022 14:28
114.00;199.00;19.20;76.00;3.90;4.00;1.50;9.10;11/07/2022 04:51
68.00;114.00;16.60;34.30;3.40;3.60;1.50;8.70;26/06/2022 01:42
148.00;68.00;16.50;63.40;4.10;0.20;0.20;19.50;28/02/2023 11:40
184.00;148.00;31.30;93.50;6.60;0.00;1.80;41.90;05/09/2023 01:21
274.00;184.00;31.40;86.80;12.70;0.00;0.60;127.00;10/03/2022 16:00
243.00;274.00;33.40;31.40;3.90;2.80;2.30;4.40;08/03/2023 19:31
265.00;243.00;26.90;82.10;4.50;0.10;0.40;44.80;20/09/2020 09:37
201.00;265.00;30.40;35.30;3.60;4.30;1.30;5.70;12/10/2020 13:37
122.00;201.00;25.70;82.50;5.20;1.20;0.00;35.10;26/08/2021 11:44
52.00;122.00;25.00;43.50;4.20;2.80;0.40;10.70;25/03/2021 18:33
221.00;52.00;18.00;73.20;0.80;9.50;4.60;0.00;08/06/2023 06:14
172.00;221.00;18.70;69.10;1.10;10.10;6.10;0.00;21/09/2024 22:20
132.00;172.00;31.80;51.20;2.80;8.00;2.00;1.20;05/12/2024 14:18
194.00;132.00;15.30;59.90;7.50;0.70;0.80;19.90;06/04/2023 19:49
210.00;194.00;22.60;31.90;4.20;2.00;0.00;11.20;04/07/2020 13:57
91.00;210.00;30.40;39.50;11.50;0.20;0.50;132.30;15/02/2022 15:32
154.00;91.00;16.40;90.30;1.10;11.40;5.20;0.00;25/02/2021 04:33
128.00;154.00;28.40;87.60;7.40;0.20;1.90;14.80;05/01/2022 12:17
145.00;128.00;15.90;85.50;3.70;3.70;1.10;3.80;06/12/2021 04:16
102.00;145.00;33.30;42.30;1.00;8.20;3.30;1.20;09/08/2023 18:15
249.00;102.00;15.50;88.90;13.50;0.50;0.90;87.60;29/09/2021 15:29
138.00;249.00;26.80;48.10;4.00;1.30;0.20;15.70;04/09/2022 19:36
194.00;138.00;33.90;71.30;0.90;9.50;5.30;0.00;22/06/2020 04:20
269.00;194.00;22.40;56.00;4.20;1.30;0.00;30.30;28/04/2020 13:36
224.00;269.00;25.30;37.70;1.50;6.90;3.80;0.70;28/11/2023 00:55
96.00;224.00;27.60;36.90;12.00;0.80;0.20;117.10;02/09/2020 20:20
130.00;96.00;27.50;40.80;1.10;9.10;4.50;0.00;22/09/2021 14:02
131.00;130.00;34.30;43.10;10.20;0.80;0.70;81.50;02/12/2022 17:30
289.00;131.00;17.70;51.60;0.60;10.30;5.60;0.00;19/10/2020 00:37
263.00;289.00;26.00;63.90;7.10;2.50;0.70;46.40;06/09/2023 06:02
157.00;263.00;29.30;90.10;5.10;0.00;1.70;27.40;06/02/2020 14:35
121.00;157.00;17.00;67.80;2.50;4.30;2.50;4.50;01/11/2022 21:45
121.00;121.00;25.90;40.40;12.40;0.50;0.60;51.20;12/04/2020 03:20
233.00;121.00;29.60;42.60;2.60;9.00;3.50;0.30;24/07/2022 10:20
112.00;233.00;34.40;35.80;2.50;2.50;1.00;3.00;14/05/2022 00:51
116.00;112.00;26.10;48.70;1.90;9.20;6.80;0.00;07/04/2022 13:22
292.00;116.00;23.80;67.00;5.80;2.20;1.60;28.60;03/09/2024 21:45
216.00;292.00;25.20;92.90;1.70;8.90;5.70;0.00;29/05/2022 21:31
275.00;216.00;28.50;36.80;5.20;2.50;1.40;18.00;28/01/2024 19:05
284.00;275.00;25.10;40.90;8.00;0.20;0.70;130.20;23/12/2023 10:30
95.00;284.00;16.10;58.40;1.50;9.90;6.50;0.00;08/11/2024 01:02
144.00;95.00;22.90;42.80;9.40;0.30;0.70;86.50;15/07/2023 08:22
242.00;144.00;27.20;91.30;10.60;0.90;0.80;136.50;05/08/2020 04:28
260.00;242.00;24.30;48.30;0.70;11.20;5.40;0.00;17/07/2023 09:46
178.00;260.00;34.00;67.90;1.10;11.00;5.90;0.00;15/12/2022 17:15
116.00;178.00;20.40;89.50;3.80;5.10;2.60;3.00;06/01/2025 04:16
209.00;116.00;19.30;61.80;1.40;8.50;3.50;0.80;09/02/2021 19:37
202.00;209.00;21.10;32.90;15.00;0.70;0.50;52.70;14/03/2022 12:00
203.00;202.00;33.70;54.00;0.50;11.40;6.30;0.00;17/02/2025 19:24
135.00;203.00;29.80;87.00;1.80;9.90;6.40;0.00;09/05/2021 10:03
238.00;135.00;32.50;37.00;1.20;6.50;4.70;1.30;01/10/2021 00:24
64.00;238.00;24.50;69.50;1.50;10.80;4.80;0.00;11/10/2024 10:23
178.00;64.00;30.60;57.80;14.30;0.10;0.80;69.10;29/03/2021 00:00
189.00;178.00;24.90;45.50;3.00;3.20;2.70;5.30;25/09/2021 02:21
267.00;1.99;21.60;65.90;9.50;2.30;1.70;14.50;05/06/2024 13:28
85.00;267.00;23.20;37.50;0.70;9.10;6.50;0.00;22/06/2022 15:44
186.00;85.00;34.90;65.50;4.00;2.10;0.00;15.40;27/01/2022 01:12
201.00;186.00;30.00;70.00;17.60;0.20;0.50;113.80;23/05/2020 17:37
223.00;201.00;25.00;50.50;0.70;11.20;6.70;0.00;13/12/2024 21:15
182.00;223.00;19.40;74.10;11.30;0.20;0.80;95.80;11/01/2020 03:45
176.00;182.00;23.10;78.40;2.20;2.10;1.20;6.80;15/10/2021 21:52
291.00;176.00;22.40;86.00;1.60;9.00;4.80;1.30;10/03/2024 05:24
84.00;291.00;33.70;69.80;2.50;5.20;1.10;2.20;17/05/2021 14:05
161.00;84.00;34.90;31.70;16.50;0.50;0.30;68.40;23/08/2024 11:33
298.00;161.00;33.20;34.30;4.40;1.60;1.90;19.70;05/01/2024 04:34
60.00;298.00;18.40;53.90;9.80;0.10;0.00;29.70;13/11/2020 13:13
56.00;60.00;25.00;89.80;6.80;1.20;0.60;16.60;06/11/2021 02:31
67.00;56.00;32.70;34.70;1.80;9.00;4.10;1.10;10/09/2020 17:45
79.00;67.00;19.80;58.50;3.70;4.50;1.30;6.20;03/04/2021 19:51
296.00;79.00;17.40;79.90;2.50;3.70;2.50;2.40;04/07/2024 03:43
196.00;296.00;21.30;89.80;0.70;8.90;5.10;0.00;24/06/2022 04:06
100.00;196.00;32.80;55.10;1.50;9.50;4.40;0.40;25/02/2021 14:10
152.00;100.00;31.50;63.40;1.30;11.60;5.10;0.00;23/09/2020 06:04
251.00;152.00;19.00;42.40;2.70;6.70;2.20;1.20;18/04/2024 15:46
72.00;251.00;26.40;62.10;1.10;6.70;3.50;0.80;07/01/2024 04:44
108.00;72.00;17.50;76.60;2.30;8.20;3.10;0.10;23/04/2024 02:53
214.00;108.00;18.50;81.20;2.30;3.10;1.30;5.50;26/01/2022 23:42
137.00;214.00;21.00;62.90;5.50;2.00;0.40;42.00;19/12/2022 00:59
278.00;137.00;28.00;32.20;8.30;0.20;0.90;115.70;07/04/2022 11:19
277.00;278.00;15.50;87.10;3.50;2.40;1.50;4.00;06/10/2020 01:43
130.00;277.00;32.10;80.80;6.00;0.70;0.80;26.80;07/01/2021 04:24
228.00;130.00;16.60;60.10;1.00;10.30;4.40;0.00;28/05/2021 16:05
