Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(Â°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(Â°C);TEMPERATURA MINIMA, DIARIA(Â°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);UMIDADE DO SOLO ESTIMADA;MEDIA DIARIA DE VAZ�O
28/02/1967;0,5;1,9;32.7;28,1;24.1;21,8;88.8;79.0;0,7;11.568.764.940.239.000;87.08
01/03/1967;1,4;2;13.6;24,4;21.9;20,8;67.5;65.0;1;4.008.733.624.454.140;80.67
02/03/1967;2,6;4,1;0.0;25,8;21.9;18,3;78.3;67.0;1;0.0;76.1
03/03/1967;2;4,3;0.0;28,9;23.3;19,8;84.5;70.0;0,7;0.0;76.1
04/03/1967;1,1;2,1;23.2;26,2;23.0;21,5;80.0;66.0;1;7.733.333.333.333.330;83.89
05/03/1967;2,1;10,2;2.9;26,6;22.3;18,9;73.3;55.0;1;9.123.175.965.665.230;77.08
06/03/1967;1,3;10,4;0.0;27,6;21.7;17,3;73.0;48.0;1,3;0.0;76.1
07/03/1967;2,6;10,8;0.0;29;22.9;18;71.3;55.0;0,7;0.0;76.1
08/03/1967;2,2;10,9;0.0;32,2;24.7;17,7;65.5;47.0;1;0.0;76.1
09/03/1967;2,7;7,7;0.0;30,1;24.8;20,6;71.5;61.0;1;0.0;76.1
10/03/1967;2,2;5,4;0.0;24,8;20.2;18,4;56.5;49.0;1;0.0;76.1
11/03/1967;2,7;9,4;0.0;25;19.0;13;69.5;58.0;0,7;0.0;76.1
12/03/1967;2,3;6,9;0.0;28,2;21.3;18;79.8;65.0;0,7;0.0;76.1
13/03/1967;1,3;9,6;1.0;25,6;21.1;17,1;72.8;58.0;1;32.941.176.470.588.200;76.44
14/03/1967;2,3;6,9;0.0;24,8;20.4;16,8;71.8;58.0;1,3;0.0;76.1
15/03/1967;2,3;6,1;0.2;22,2;18.0;16,6;62.8;56.0;1;0.6610526315789474;76.17
16/03/1967;2,3;10;0.0;23,8;17.3;12,4;64.0;47.0;1,3;0.0;76.1
17/03/1967;2;10;0.0;26,8;19.5;12,5;67.8;43.0;1,7;0.0;76.1
18/03/1967;2,4;9,8;0.0;29,4;22.3;16,6;72.3;56.0;0,7;0.0;76.1
19/03/1967;2,3;9,7;0.0;30,6;24.0;18,5;71.0;56.0;0,7;0.0;76.1
20/03/1967;2,7;8;0.0;31,8;25.3;19,7;67.0;47.0;0,3;0.0;76.1
21/03/1967;3,3;7,5;0.0;30,3;23.2;20,3;78.8;61.0;1,3;0.0;76.1
22/03/1967;1,8;3;15.0;24,2;20.6;18,7;82.8;69.0;1;5.749.999.999.999.990;81.14
23/03/1967;0,9;3,3;1.1;24,2;20.6;17;80.0;69.0;1,3;40.740.740.740.740.700;76.47
24/03/1967;1,5;2,6;0.0;24,2;21.1;19,4;89.5;83.0;1,3;0.0;76.1
25/03/1967;0,9;8,8;0.1;28,4;21.2;16,9;79.3;51.0;1;0.3572072072072072;76.14
26/03/1967;1,9;8,4;0.0;28,6;22.8;18,2;80.0;59.0;0,7;0.0;76.1
27/03/1967;2;3,3;0.0;27,2;23.3;20,1;84.8;80.0;0,3;0.0;76.1
28/03/1967;1,1;6;0.0;26,3;22.6;19,7;76.3;64.0;1,3;0.0;76.1
29/03/1967;1,7;9,8;0.0;29,6;23.0;18,5;71.3;52.0;0,7;0.0;76.1
30/03/1967;2,2;8,6;0.0;29,2;22.9;17,2;69.5;53.0;1;0.0;76.1
31/03/1967;2,7;5,9;0.0;28,2;23.9;21,9;82.5;69.0;1;0.0;76.1
01/04/1967;1,6;4,7;2.0;25;22.0;19,4;89.8;80.0;1;7.808.695.652.173.910;76.77
02/04/1967;0,7;7,4;29.0;27,5;22.8;19,2;86.8;72.0;0,7;10.576.470.588.235.200;85.83
03/04/1967;1,3;2,5;0.8;28,2;23.7;21,6;87.3;82.0;0,7;282.753.036.437.247;76.37
04/04/1967;1;9;0.1;26,6;22.2;19,6;80.3;62.0;1,3;0.3461206896551724;76.14
05/04/1967;1,6;9,3;0.0;27,4;22.6;19,6;81.3;66.0;1,7;0.0;76.1
06/04/1967;1,5;9,6;0.0;29;23.0;19,7;82.0;66.0;1,3;0.0;76.1
07/04/1967;1,8;9,6;0.0;29,4;23.2;18,2;75.8;57.0;0,7;0.0;76.1
08/04/1967;1,9;9;0.0;27,8;23.0;19,6;77.5;58.0;1;0.0;76.1
09/04/1967;1,9;6,5;0.0;27,6;23.4;21,5;81.3;69.0;1;0.0;76.1
10/04/1967;1,6;8,5;0.0;29;23.2;19,6;81.8;60.0;0,7;0.0;76.1
11/04/1967;1,5;8,9;0.0;32,6;24.9;19,6;75.0;54.0;0,7;0.0;76.1
12/04/1967;2;7,4;0.0;31,2;24.0;20,6;71.3;63.0;0,7;0.0;76.1
13/04/1967;1,7;8,1;0.0;31,6;24.6;18,2;78.8;62.0;2,7;0.0;76.1
14/04/1967;1,3;7,2;9.3;26,2;21.5;18,4;80.5;68.0;0,7;3.327.333.333.333.330;79.22
15/04/1967;0,5;8,1;0.0;24,4;19.4;16,4;68.8;47.0;0,7;0.0;76.1
16/04/1967;1,6;8,9;0.0;23,2;17.5;13,3;69.3;56.0;1;0.0;76.1
17/04/1967;1,9;7,8;0.0;26,6;18.8;12,4;79.3;57.0;0;0.0;76.1
18/04/1967;1,5;7,1;0.0;25,8;19.5;15,1;74.5;65.0;1,3;0.0;76.1
19/04/1967;1,9;8,2;0.0;20,6;16.3;13,6;71.0;62.0;1;0.0;76.1
20/04/1967;1,7;8,3;0.0;25,2;18.4;11,3;77.0;64.0;1;0.0;76.1
21/04/1967;1,6;2,5;0.0;21,8;18.4;16,7;73.8;64.0;1;0.0;76.1
22/04/1967;1,5;9,2;0.0;22,6;16.2;12,6;75.0;52.0;1;0.0;76.1
23/04/1967;1,7;2,4;0.0;19,7;14.9;12,6;66.8;54.0;1,3;0.0;76.1
24/04/1967;1,9;9;0.0;18,5;12.5;8,1;66.3;45.0;1,3;0.0;76.1
25/04/1967;1,8;8,9;0.0;19,2;12.2;7;67.3;48.0;0,7;0.0;76.1
26/04/1967;1,3;7,5;0.0;20,1;13.4;7,4;79.3;56.0;0,7;0.0;76.1
27/04/1967;1,5;8,7;0.0;25,8;17.6;11,6;75.8;55.0;1,3;0.0;76.1
28/04/1967;1,8;8,9;0.0;25,7;19.4;15,9;77.5;55.0;1;0.0;76.1
29/04/1967;2,2;8,8;0.0;26;18.9;14,5;81.0;63.0;1;0.0;76.1
30/04/1967;1,4;8,7;0.0;26,3;19.1;14,1;77.3;57.0;0,3;0.0;76.1
01/05/1967;1,7;6,9;0.0;26,8;19.6;15,6;73.3;70.0;1;0.0;76.1
02/05/1967;1,7;7,9;4.1;22,6;17.2;14,2;79.3;60.0;0,7;1.786.428.571.428.570;77.48
03/05/1967;1,2;3;0.0;22,1;17.1;13,8;82.5;70.0;0,7;0.0;76.1
04/05/1967;1;8,3;0.0;23,2;17.2;13,4;83.3;64.0;0,3;0.0;76.1
05/05/1967;1;9;0.0;24,5;17.5;12,7;78.3;56.0;0,3;0.0;76.1
06/05/1967;1,6;4;0.0;23,6;19.3;16,8;86.5;72.0;1;0.0;76.1
07/05/1967;1,1;8,5;0.0;26,2;18.8;14,1;78.0;55.0;1,3;0.0;76.1
08/05/1967;1,8;8,7;0.0;27,4;20.2;15,5;71.3;51.0;1;0.0;76.1
09/05/1967;2,3;6,7;0.0;27;20.3;16,7;69.0;51.0;1;0.0;76.1
10/05/1967;2,3;8,7;0.0;29,9;20.9;14,4;72.8;46.0;0,7;0.0;76.1
11/05/1967;2,7;0;0.0;22,2;19.8;18,4;88.0;77.0;1;0.0;76.1
12/05/1967;0,9;2,3;0.0;24,3;20.0;17,4;85.0;70.0;0,7;0.0;76.1
13/05/1967;1,4;5,5;0.0;28;22.1;18,8;69.8;54.0;0,7;0.0;76.1
14/05/1967;2;4,8;0.0;27,2;22.0;19,8;75.5;62.0;0,7;0.0;76.1
15/05/1967;1,2;6,5;0.0;27,8;21.9;19;85.3;65.0;0,7;0.0;76.1
16/05/1967;0,8;8,5;0.1;29,3;21.6;17,9;82.0;59.0;0,7;0.36283185840707965;76.14
17/05/1967;1,5;8,7;0.0;29;21.1;16,6;79.5;50.0;0,7;0.0;76.1
18/05/1967;2,4;8,1;0.0;31;21.9;16;70.0;49.0;0,3;0.0;76.1
19/05/1967;2,9;0;0.0;23,1;18.7;16,6;91.3;74.0;3;0.0;76.1
20/05/1967;0,6;7;7.5;22,7;18.1;16,2;79.8;68.0;1,7;3.133.507.853.403.140;78.62
21/05/1967;1,8;7,9;0.0;25,2;18.7;13,8;77.0;55.0;1;0.0;76.1
22/05/1967;1,8;0;19.7;20,8;18.5;17,4;93.0;83.0;1;9.395.384.615.384.610;82.71
23/05/1967;0,4;2,3;6.3;22,7;18.5;15,3;92.0;81.0;0,7;29.723.076.923.076.900;78.22
24/05/1967;0,6;0;0.0;21,4;19.7;17,1;92.5;90.0;2,3;0.0;76.1
25/05/1967;0,4;7,1;0.0;30,6;21.5;16,4;82.5;52.0;0,3;0.0;76.1
26/05/1967;2,1;8,3;0.0;25,2;20.2;16,7;85.8;73.0;1;0.0;76.1
27/05/1967;1,3;2,1;0.0;25,5;20.6;17,4;89.8;71.0;0;0.0;76.1
28/05/1967;0,6;0,6;0.0;25,5;21.4;18,1;83.5;67.0;0,3;0.0;76.1
29/05/1967;1;0,1;0.0;22,2;19.3;18,1;87.8;76.0;1;0.0;76.1
30/05/1967;0,9;0;0.4;18,4;17.2;16,4;86.0;86.0;1;189.010.989.010.989;76.24
31/05/1967;1,3;0,4;2.8;20,7;18.1;15,6;82.0;74.0;1,3;12.020.942.408.376.900;77.04
01/06/1967;;;10.7;;;;;84.0;;;79.69
02/06/1967;;;2.6;;;;;;;;76.98
03/06/1967;;;43.8;;;;;;;;90.8
04/06/1967;;;10.5;;;;;;;;79.63
05/06/1967;;;0.8;;;;;;;;76.37
06/06/1967;;;9.5;;;;;;;;79.29
07/06/1967;;;0.0;;;;;;;;76.1
08/06/1967;;;0.0;;;;;;;;76.1
09/06/1967;;;0.0;;;;;;;;76.1
10/06/1967;;;0.0;;;;;;;;76.1
11/06/1967;;;0.0;;;;;;;;76.1
12/06/1967;;;0.0;;;;;;;;76.1
13/06/1967;;;0.0;;;;;;;;76.1
14/06/1967;;;0.0;;;;;;;;76.1
15/06/1967;;;0.1;;;;;;;;76.14
16/06/1967;;;4.5;;;;;;;;77.61
17/06/1967;;;0.2;;;;;;;;76.17
18/06/1967;;;0.0;;;;;;;;76.1
19/06/1967;;;0.0;;;;;;;;76.1
20/06/1967;;;0.0;;;;;;;;76.1
21/06/1967;;;6.0;;;;;;;;78.12
22/06/1967;;;0.0;;;;;;;;76.1
23/06/1967;;;0.0;;;;;;;;76.1
24/06/1967;;;4.5;;;;;;;;77.61
25/06/1967;;;0.0;;;;;;;;76.1
26/06/1967;;;0.0;;;;;;;;76.1
27/06/1967;;;0.0;;;;;;;;76.1
28/06/1967;;;0.0;;;;;;;;76.1
29/06/1967;;;0.0;;;;;;;;76.1
30/06/1967;;;5.0;;;;;;;;77.78
01/07/1967;1,7;0;0.0;15,8;13.7;11,9;88.8;79.0;4,3;0.0;76.1
02/07/1967;0,8;5,6;0.0;16,8;12.2;10,4;84.0;63.0;0,7;0.0;76.1
03/07/1967;0,9;6,9;0.0;20,7;12.0;7,3;86.5;64.0;0,3;0.0;76.1
04/07/1967;0,7;2,7;0.1;18,3;12.8;7,2;82.0;68.0;1;0.5942028985507247;76.14
05/07/1967;1,3;7,5;0.5;17,8;11.8;9,6;77.8;47.0;0,7;30.390.624.999.999.900;76.27
06/07/1967;1,4;3,1;0.0;19;13.2;8;89.0;75.0;0;0.0;76.1
07/07/1967;0,6;1,1;0.0;21,6;16.4;12,8;89.3;72.0;0,3;0.0;76.1
08/07/1967;0,8;0;10.2;17;14.2;13,4;95.0;86.0;0,7;6.374.999.999.999.990;79.53
09/07/1967;0,3;0,7;4.8;17,4;15.6;14,2;94.3;90.0;0,3;27.267.469.879.518.000;77.71
10/07/1967;0,3;0;0.3;16,8;12.6;10,2;89.5;89.0;1,7;19.742.647.058.823.500;76.2
11/07/1967;0,8;7,1;5.4;14;8.6;4,4;77.5;61.0;0,7;4.359.375;77.91
12/07/1967;0,9;6,3;0.0;19,8;13.0;7;74.8;59.0;1,7;0.0;76.1
13/07/1967;2,3;7,7;0.0;22,3;16.4;13,2;86.0;67.0;1;0.0;76.1
14/07/1967;0,9;0,4;0.0;16,7;14.9;12,8;93.3;87.0;1;0.0;76.1
15/07/1967;0,3;3,4;0.0;21;16.2;13,2;89.5;79.0;0,7;0.0;76.1
16/07/1967;0,8;8,3;0.0;23,2;18.7;16;75.5;65.0;3,3;0.0;76.1
17/07/1967;1,5;6,5;0.0;25,5;19.3;16,9;73.5;54.0;1,7;0.0;76.1
18/07/1967;2,2;8;0.0;29,2;20.7;16,1;66.0;45.0;1;0.0;76.1
19/07/1967;2,8;0;0.0;21,8;18.5;16,3;85.5;62.0;1;0.0;76.1
20/07/1967;0,7;0;6.1;18,9;16.2;14;90.8;77.0;1;3.220.232.558.139.530;78.15
21/07/1967;0,4;0,4;15.1;17,6;13.7;12,2;86.8;80.0;3,3;8.916.190.476.190.470;81.17
22/07/1967;0,9;8,1;0.0;13,8;10.2;8,2;66.3;51.0;4,7;0.0;76.1
23/07/1967;1,3;8,8;0.0;17,5;9.5;4;70.8;42.0;0,7;0.0;76.1
24/07/1967;1,4;4,8;0.0;20,8;12.1;5;82.8;59.0;0;0.0;76.1
25/07/1967;0,9;2,8;0.4;23,2;17.2;12,4;80.5;69.0;0;17.692.307.692.307.600;76.24
26/07/1967;0,7;7;0.0;30,4;20.0;13,2;78.3;49.0;0;0.0;76.1
27/07/1967;1,4;8;0.0;31,4;21.5;14,6;71.5;44.0;0,3;0.0;76.1
28/07/1967;2;7,9;0.0;30,6;21.2;15,3;68.0;38.0;0,7;0.0;76.1
29/07/1967;3,1;3,6;0.0;22;15.3;12,2;86.8;69.0;1,7;0.0;76.1
30/07/1967;0,7;5,1;0.0;23,4;17.6;12,4;76.3;60.0;1,7;0.0;76.1
31/07/1967;1,1;0;0.0;19,6;16.0;14,3;84.8;80.0;1,7;0.0;76.1
01/08/1967;0,7;5,6;0.0;22,6;17.0;14,3;88.0;75.0;1;0.0;76.1
02/08/1967;0,7;8;0.0;27,1;18.3;13;82.3;65.0;0,3;0.0;76.1
03/08/1967;1,3;2,6;1.7;19;14.9;13,2;80.0;71.0;3;8.553.459.119.496.850;76.67
04/08/1967;1,5;0,8;1.5;14,2;10.5;7,8;69.8;55.0;1,7;9.104.347.826.086.950;76.61
05/08/1967;1,3;7,1;0.0;18,2;12.2;7;79.3;61.0;5;0.0;76.1
06/08/1967;1,6;4,5;0.0;22,8;16.8;12,2;72.0;54.0;0,7;0.0;76.1
07/08/1967;1,7;3,1;0.0;24,2;18.7;14,1;76.3;60.0;0,3;0.0;76.1
08/08/1967;1,2;8,1;0.0;28,6;19.8;13,3;70.5;50.0;1;0.0;76.1
09/08/1967;1,7;2,8;0.0;20,2;16.8;14,1;90.5;76.0;2,3;0.0;76.1
10/08/1967;0,6;0;0.0;22;17.6;15,6;88.8;73.0;0,7;0.0;76.1
11/08/1967;0,6;0,6;12.8;22,2;17.7;16,1;88.0;82.0;1,3;60.235.294.117.647.000;80.4
12/08/1967;1,1;8,9;0.0;21,9;13.7;8,1;73.3;44.0;1;0.0;76.1
13/08/1967;1,5;6,2;0.0;24,5;17.2;11,9;84.3;64.0;0,3;0.0;76.1
14/08/1967;1;5,7;0.0;24,7;17.2;13,6;71.5;72.0;2,7;0.0;76.1
15/08/1967;2,7;6,8;2.4;18;12.9;10;51.3;35.0;2;8.857.553.956.834.530;76.91
16/08/1967;2,4;3,4;0.0;19,4;13.4;7;68.0;51.0;0,7;0.0;76.1
17/08/1967;2;8,8;0.0;20,2;13.7;6,8;62.8;46.0;1,7;0.0;76.1
18/08/1967;2,2;6,1;0.0;26,3;18.2;12,5;74.0;61.0;0,7;0.0;76.1
19/08/1967;1,5;0;0.0;22,2;18.0;16,2;92.0;75.0;1,7;0.0;76.1
20/08/1967;0,6;0;5.3;19,2;17.5;16,5;94.0;90.0;1;2.692.972.972.972.970;77.88
21/08/1967;0,2;1,6;12.4;20,7;16.6;14,3;95.5;88.0;0,7;672.840.909.090.909;80.26
22/08/1967;0,4;0;0.1;20,7;18.0;15,8;94.8;93.0;0,7;0.49894736842105264;76.14
23/08/1967;0,5;0,4;7.7;18,7;12.8;11,1;78.0;68.0;2,7;4.352.173.913.043.470;78.69
24/08/1967;0,9;4,8;5.1;20;15.0;10,3;85.3;72.0;2,3;27.189.375;77.81
25/08/1967;1,1;9;0.0;26;18.7;13,7;87.0;66.0;1;0.0;76.1
26/08/1967;1;7,4;0.0;32,5;22.1;14,8;74.0;44.0;0,3;0.0;76.1
27/08/1967;2,4;4,9;0.0;32,6;24.8;19,2;59.3;43.0;0,7;0.0;76.1
28/08/1967;4,2;6,9;0.0;26,5;17.3;14,2;71.8;56.0;3;0.0;76.1
29/08/1967;1,5;9,3;0.0;22,6;15.4;8,3;77.0;64.0;1,3;0.0;76.1
30/08/1967;1,4;0;0.0;20,3;17.6;15,7;93.5;81.0;1;0.0;76.1
31/08/1967;0,4;0;45.1;18,4;17.1;15;94.0;94.0;0,7;23.422.099.447.513.800;91.24
01/09/1967;0,2;0;27.5;18,4;17.6;16,8;94.0;90.0;1;1.389.784.946.236.550;85.33
02/09/1967;0,4;0;0.1;22;19.0;17;91.8;85.0;1;0.45899999999999996;76.14
03/09/1967;0,6;0;2.6;19,2;18.6;17,4;93.5;92.0;1,3;12.403.061.224.489.700;76.98
04/09/1967;0,3;0;24.6;19,4;18.0;17;94.5;90.0;1;12.235.263.157.894.700;84.36
05/09/1967;0,3;3,1;0.3;23,1;19.0;17;86.3;73.0;1,3;12.944.999.999.999.900;76.2
06/09/1967;0,9;0,2;7.9;19,2;17.4;16,2;94.0;90.0;1;40.358.695.652.173.900;78.75
07/09/1967;0,4;8,5;6.2;23,6;17.7;15,1;79.5;54.0;1,7;2.635.828.877.005.340;78.18
08/09/1967;1,5;0;0.0;17;15.0;12,2;90.8;87.0;0,7;0.0;76.1
09/09/1967;0,6;9,4;2.5;19,9;14.7;10;64.8;51.0;1;10.318.471.337.579.600;76.94
10/09/1967;1,7;9,7;0.0;21,8;14.2;7,4;62.8;36.0;4,3;0.0;76.1
11/09/1967;2,8;8,1;0.0;23,9;18.4;12,9;69.8;59.0;3,7;0.0;76.1
12/09/1967;1,8;0;35.0;20,2;18.1;16;94.5;77.0;1,3;17.316.753.926.701.500;87.85
13/09/1967;1;9,8;19.7;18,8;14.6;11,2;59.5;47.0;2;7.513.782.051.282.050;82.71
14/09/1967;2,2;9,6;0.0;21,5;13.9;7;70.0;45.0;1;0.0;76.1
15/09/1967;1,7;9,4;0.0;26,3;17.4;9,1;67.3;45.0;0,3;0.0;76.1
16/09/1967;1,8;7,1;0.0;28,4;19.3;10,3;64.8;46.0;1;0.0;76.1
17/09/1967;2,3;0;0.0;21;18.7;15,6;91.0;75.0;1;0.0;76.1
18/09/1967;0,4;0;37.9;20,2;18.2;17;95.5;96.0;1;18.851.302.083.333.300;88.82
19/09/1967;0,3;0;95.0;20,5;19.0;17,4;97.5;94.0;0;463.125;107.98
20/09/1967;0,3;0;38.4;19,2;16.0;14,4;81.3;89.0;6,7;18.364.235.294.117.600;88.99
21/09/1967;1,3;9,4;0.1;19,2;15.2;12,1;72.8;57.0;2;0.44938271604938274;76.14
22/09/1967;2,1;0,6;0.0;21;17.2;14;76.3;66.0;2;0.0;76.1
23/09/1967;1,8;1,6;0.0;24,1;19.5;16,6;81.0;66.0;1;0.0;76.1
24/09/1967;1;9,4;0.0;24,6;19.8;16,2;77.0;69.0;5,3;0.0;76.1
25/09/1967;2;10;0.0;25,3;19.7;16,4;68.5;55.0;3;0.0;76.1
26/09/1967;2,4;9,6;0.0;24,6;19.6;15,7;77.0;63.0;4,3;0.0;76.1
27/09/1967;2,1;9,1;0.0;25,7;20.2;16,9;78.3;59.0;2;0.0;76.1
28/09/1967;1,8;3,5;0.0;23,5;19.2;15,3;80.3;69.0;1,7;0.0;76.1
29/09/1967;1,6;5,1;0.0;25,5;20.8;18,3;79.5;64.0;3;0.0;76.1
30/09/1967;2,2;2,3;0.0;25;21.3;18,4;79.8;72.0;1;0.0;76.1
01/10/1967;1,4;3,4;0.7;27,3;21.7;18,4;79.3;60.0;0,7;2.445.374.449.339.200;76.34
02/10/1967;1,4;6;2.0;29,4;22.7;17,1;78.5;65.0;1;6.624.472.573.839.660;76.77
03/10/1967;1,6;0;11.4;22,8;21.1;19,6;85.8;83.0;1;44.258.823.529.411.700;79.93
04/10/1967;0,6;0;4.1;22,9;20.6;17,2;86.0;81.0;1;16.324.074.074.074.000;77.48
05/10/1967;0,9;3;2.5;22,2;19.9;18,7;85.5;77.0;1,3;10.227.272.727.272.700;76.94
06/10/1967;1,2;9,8;0.0;31,3;23.2;18,2;79.3;58.0;1;0.0;76.1
07/10/1967;0,7;0;0.0;25;21.9;20;86.3;84.0;1,7;0.0;76.1
08/10/1967;0,6;7,7;1.3;28,2;22.4;18,7;84.0;70.0;0,7;4.666.666.666.666.660;76.54
09/10/1967;1,4;8,5;0.0;31,8;25.2;19,2;79.5;62.0;1;0.0;76.1
10/10/1967;1,6;0;0.0;32;26.6;22,4;71.5;56.0;0;0.0;76.1
11/10/1967;1,6;4,5;0.0;35;27.3;22,4;61.8;48.0;1,7;0.0;76.1
12/10/1967;3,8;8,1;0.7;26,4;20.1;17,8;71.5;64.0;2,3;2.372.037.914.691.940;76.34
13/10/1967;2,2;10,1;0.0;26,2;19.1;12,9;72.3;50.0;1;0.0;76.1
14/10/1967;1,9;9,7;0.0;33,1;23.7;16,6;65.3;51.0;1,7;0.0;76.1
15/10/1967;3,4;8,1;0.0;26,6;22.7;20;73.5;65.0;2,3;0.0;76.1
16/10/1967;2,1;0;11.1;23,9;21.7;20,4;90.5;82.0;1;44.253.303.964.757.700;79.83
17/10/1967;0,5;3,3;1.7;30,4;25.0;20,8;79.8;69.0;1;5.217.692.307.692.300;76.67
18/10/1967;2;0;1.9;24,7;21.7;20,3;89.3;80.0;0,3;7.474.449.339.207.040;76.74
19/10/1967;0,9;4,8;8.1;22,1;19.1;15,6;70.5;56.0;1;28.410.447.761.194.000;78.82
20/10/1967;2,3;9,7;0.0;20,7;16.9;13,6;61.8;53.0;1;0.0;76.1
21/10/1967;2,6;0;0.0;18,5;16.6;15,2;79.3;68.0;1,7;0.0;76.1
22/10/1967;1,5;0,2;0.0;20,3;17.7;13,6;77.3;80.0;1;0.0;76.1
23/10/1967;1,8;9,4;0.5;25,6;20.0;16,1;72.5;56.0;3;17.261.904.761.904.700;76.27
24/10/1967;2,3;10,9;0.0;28,2;21.4;15,8;72.3;51.0;1;0.0;76.1
25/10/1967;2,1;9,6;0.0;28,7;21.9;16,5;68.8;55.0;1;0.0;76.1
26/10/1967;2,9;10,7;0.0;29,5;23.2;17,8;68.3;53.0;1;0.0;76.1
27/10/1967;2,4;9,6;0.0;31,5;23.6;19,5;76.0;54.0;1;0.0;76.1
28/10/1967;2,6;5,1;21.9;26,4;22.7;20,2;78.3;75.0;1,3;7.235.316.455.696.200;83.45
29/10/1967;2,7;10,9;0.2;22;19.1;17,8;60.5;48.0;1,3;0.6019900497512438;76.17
30/10/1967;2,9;11;0.0;23,9;18.6;14,6;58.5;46.0;1,3;0.0;76.1
31/10/1967;3,1;10,7;0.0;26,3;20.3;15,5;67.8;50.0;4;0.0;76.1
01/11/1967;3,1;0;0.0;21,3;19.8;18,3;93.8;76.0;0,3;0.0;76.1
02/11/1967;0,6;4,5;19.8;25,1;20.8;19;78.3;63.0;4,3;7.111.651.376.146.780;82.75
03/11/1967;2,1;7,7;1.5;22,9;18.9;16,3;76.0;62.0;1;5.728.643.216.080.400;76.61
04/11/1967;2,1;10,9;2.2;24,7;19.7;15,1;66.5;49.0;3;7.067.632.850.241.540;76.84
05/11/1967;3,1;10,8;0.0;27;21.3;15,8;61.0;51.0;1;0.0;76.1
06/11/1967;2,3;1,9;0.0;24,2;20.9;18;80.5;67.0;0,7;0.0;76.1
07/11/1967;2,4;10,9;0.9;30;22.9;16,2;70.3;54.0;1;26.472.803.347.280.300;76.4
08/11/1967;3;9,3;0.0;28,5;22.9;18,6;73.5;58.0;2;0.0;76.1
09/11/1967;2,5;10,3;0.0;30,4;23.9;18,3;69.3;53.0;1;0.0;76.1
10/11/1967;2,8;9,7;0.0;36,9;28.8;20,6;54.8;39.0;1,7;0.0;76.1
11/11/1967;5,2;1,7;0.0;30,4;23.0;20,4;77.8;58.0;1;0.0;76.1
12/11/1967;1,5;0;15.0;20,8;19.2;18,2;85.5;75.0;1;63.490.099.009.900.900;81.14
13/11/1967;0,8;5,2;14.6;23,9;20.3;16,9;79.0;72.0;1,7;5.415.023.474.178.400;81.0
14/11/1967;1,8;7,4;0.2;26,6;21.9;17,2;74.8;63.0;2;0.6532751091703057;76.17
15/11/1967;2,6;4,6;0.0;25,4;21.3;19,8;69.5;53.0;1,7;0.0;76.1
16/11/1967;2,8;6,6;0.0;24,8;20.2;16,6;64.0;54.0;2;0.0;76.1
17/11/1967;3,3;5;0.0;25,4;20.7;15,4;69.5;60.0;1;0.0;76.1
18/11/1967;2;10,8;0.0;28,8;22.2;16,6;68.5;51.0;1,7;0.0;76.1
19/11/1967;3,6;10,9;0.0;27,4;21.4;17,2;63.0;46.0;1,7;0.0;76.1
20/11/1967;2,6;10,1;0.0;28,8;22.2;16,6;59.5;33.0;2,3;0.0;76.1
21/11/1967;4,3;6,1;0.0;29,4;22.3;17,7;64.8;51.0;1,3;0.0;76.1
22/11/1967;3;3,5;0.0;28,7;24.1;19,6;65.3;52.0;1;0.0;76.1
23/11/1967;2,9;3,8;0.0;29,7;24.6;20;70.5;59.0;0,7;0.0;76.1
24/11/1967;2,6;4,8;0.0;27;23.1;21;76.0;63.0;1,7;0.0;76.1
25/11/1967;2,4;3;0.0;23,8;20.9;18,4;58.5;50.0;2,3;0.0;76.1
26/11/1967;3,6;0,1;0.0;22,5;20.1;18,2;66.8;63.0;1,7;0.0;76.1
27/11/1967;2,6;0;0.0;23,4;20.3;17,4;68.0;58.0;1,7;0.0;76.1
28/11/1967;2,6;0,5;0.0;22,3;20.3;18;74.3;63.0;1,3;0.0;76.1
29/11/1967;2,1;7,8;1.2;27,4;21.2;16,6;58.8;45.0;1;3.178.378.378.378.370;76.51
30/11/1967;2,6;10,9;0.0;30,4;22.0;13,6;57.3;43.0;1;0.0;76.1
01/12/1967;3,9;10,8;0.0;35,4;27.5;18,6;50.5;31.0;0,7;0.0;76.1
02/12/1967;5,8;0;6.5;29,2;21.8;18,4;90.3;55.0;2;25.743.421.052.631.500;78.28
03/12/1967;1,1;2,3;17.1;23;19.2;18;60.3;52.0;1;510.460.396.039.604;81.84
04/12/1967;2,6;11;0.0;26,7;20.2;14,2;53.3;27.0;1;0.0;76.1
05/12/1967;3,7;11,2;0.0;29;21.3;14,4;54.5;31.0;1;0.0;76.1
06/12/1967;5,5;11,2;0.0;30,3;22.2;15,3;61.0;46.0;1;0.0;76.1
07/12/1967;3,2;8,8;0.0;33,6;25.8;17,8;59.8;48.0;1;0.0;76.1
